Time [ms],Thrust [N],Torque [Nm]
0,-0.002,-0.0003
2,0.005,0.0000
67,0.003,0.0006
159,-0.001,0.0003
251,0.000,-0.0005
342,0.005,-0.0003
434,0.004,-0.0001
525,-0.001,-0.0000
617,-0.001,-0.0001
708,-0.000,0.0001
800,0.000,0.0006
892,0.000,0.0007
983,0.000,0.0006
1077,-0.002,0.0002
1174,0.005,-0.0002
1272,0.006,-0.0002
1369,-0.001,-0.0001
1466,0.002,-0.0001
1564,0.004,0.0000
