Time [ms],Thrust [N],Torque [Nm]
0,-0.000,-0.0001
2,0.001,-0.0000
63,-0.003,-0.0000
154,-0.002,0.0004
246,-0.000,-0.0001
337,-0.001,-0.0004
429,-0.004,-0.0001
520,-0.003,-0.0002
611,-0.004,-0.0004
704,0.001,-0.0003
795,0.003,-0.0002
887,0.001,-0.0002
980,0.001,0.0000
1077,0.003,0.0001
1175,0.001,-0.0001
1272,0.003,0.0002
1370,0.001,0.0003
1468,0.000,0.0005
1565,-0.003,0.0004
1662,-0.005,0.0003
1759,-0.001,0.0000
1857,0.002,0.0001
1954,0.002,0.0003
