Time [ms],Thrust [N],Torque [Nm]
0,0.005,-0.0004
2,0.002,-0.0004
27,-0.000,-0.0001
118,-0.001,-0.0003
210,0.001,-0.0005
301,0.003,-0.0003
393,-0.001,-0.0004
491,0.001,0.0000
588,0.000,-0.0001
686,-0.001,-0.0005
784,0.000,-0.0007
881,-0.001,0.0003
978,-0.003,0.0005
