Time [ms],Thrust [N],Torque [Nm]
0,0.003,-0.0001
2,0.001,-0.0003
10,0.000,-0.0003
102,0.001,-0.0002
199,0.001,-0.0001
297,-0.005,-0.0000
394,-0.006,-0.0002
491,-0.003,-0.0004
588,-0.000,0.0001
686,0.001,0.0005
783,-0.001,0.0003
881,-0.002,0.0001
979,-0.004,-0.0003
1076,-0.003,0.0006
1173,-0.002,0.0005
1270,0.002,0.0002
1368,0.003,-0.0000
1465,0.000,-0.0002
1562,-0.001,0.0001
