Time [ms],Thrust [N],Torque [Nm]
0,-0.001,-0.0005
2,-0.004,-0.0002
80,-0.006,0.0002
171,-0.004,-0.0001
263,-0.002,0.0002
355,-0.005,0.0004
447,-0.003,0.0003
538,-0.000,0.0001
629,-0.001,-0.0002
721,0.002,0.0001
812,-0.000,0.0004
904,-0.003,0.0001
996,-0.002,0.0001
1088,-0.004,0.0004
1179,-0.004,0.0005
1271,-0.001,0.0003
1367,-0.004,0.0001
